Gen 1:1  Na_początku stworzył Bóg ** niebo i_** ziemię.
Exo 40:33  I_postawił **_dziedziniec dookoła *_przybytku i_*_ołtarza, i_zawiesił **_kotarę (u)_bramy dziedzińca, i_skończył Mojżesz **_dzieło.
Exo 40:34  I_okrył obłok **_Namiot Spotkania i_chwała JHWH napełniła **_przybytek.
Exo 40:35  I_nie_mógł Mojżesz wejść do_Namiotu Spotkania, bo_leżał na_nim obłok, i_chwała JHWH napełniła **_przybytek.
Exo 40:36  A_gdy_wznosił_się obłok znad przybytku wyruszali synowie Izraela przez_całą wędrówkę_ich.
Exo 40:37  A_jeśli_nie wznosił_się obłok, to_nie wyruszali, aż_do_dnia wznoszenia_się_jego.
Exo 40:38  Gdyż obłok JHWH nad_przybytkiem we_dnie, a_ogień był nocą nad_nim przed_oczami całego_domu_Izraela przez_całą_wędrówkę_ich.1
Lev 1:1  I_zawołał do_Mojżesza, i_przemówił JHWH do_niego z_Namiotu Spotkania, mówiąc:
Lev 1:2  Przemów do_synów Izraela, i_powiedz do_nich:(Jeśli_jakiś)_człowiek **_chce_złożyć z_was ofiarę dla_JHWH z_bydła, z_bydła_rogatego lub_z_trzody złożycie **_ofiarę_waszą.
Lev 1:3  Jeżeli_całopalna (będzie)_ofiara_jego, z_bydła_rogatego (rodzaju)_męskiego bez_skazy niechaj_złoży_go, u_wejścia Namiotu Spotkania niech_przyprowadzi go, aby_(zyskać)_łaskę_jego przed JHWH.
Lev 1:4  I_położy rękę_swoją na głowie (zwierzęcia)_ofiary_całopalnej, aby_została_przyjęta_łaskawie dla niego, na_przebłaganie za_niego.
Lev 1:5  I_zarżnie **_młode bydlęcie przed_obliczem JHWH, i_złożą synowie Aarona, kapłani **_krew, i_pokropią **_krwią na_ołtarz dookoła, który_(u)_wejścia Namiotu Spotkania.
Lev 1:6  I_obedrze_ze_skóry **_(zwierzę)_ofiary_całopalnej, i_podzieli ją na_części_jej.
Lev 1:7  I_umieszczą synowie Aarona, kapłani, ogień na_ołtarz i_ułożą drwa na_ogniu.
Lev 1:8  I_ułożą synowie Aarona, kapłani, ** te_części, **_głowę i_**_tłuszcz na_drwach, które_(są) na_ogniu, który_(jest) na_ołtarzu.
Lev 1:9  I_wnętrzności_jego i_nogi_jego obmyją w_wodzie. I_zamieni_w_dym kapłan **_wszystko na_ołtarzu (jako)_ofiarę_całopalną, ofiarę_ogniową, woń_miłą dla_JHWH.
Lev 1:10  A_jeśli_z_trzody (ma_być)_ofiara_jego, z_owiec lub z_kóz na_całopalenie, samca bez_skazy niech_przyprowadzi_go.
Lev 1:11  I_zarżnie go na boku ołtarza (od_strony)_północnej przed_obliczem JHWH, i_pokropią synowie Aarona, kapłani **_krwią_jego na_ołtarz dookoła.
Lev 1:12  I_podzieli go na_części_jego i_**_głowę_jego, i_**_tłuszczem_jego, i_ułoży kapłan je na_drwach, które_(są) na_ogniu, który_(jest) na_ołtarzu.
Lev 1:13  I_wnętrzności i_nogi obmyje w_wodzie, i_złoży kapłan **_to_wszystko, i_zamieni_w_dym na_ołtarzu. Ofiara_całopalenia to_(jest), ofiara_ogniowa, woń miła dla_JHWH.
Lev 1:14  A_jeżeli z_ptactwa (ma_być)_całopalna ofiara_jego dla_JHWH, i_złoży z_synogarlic lub z_młodych gołębi **_ofiarę_swoją.
Lev 1:15  I_przyniesie_go kapłan do_ołtarza i_ukręci **_głowę_jego, i_zamieni_w_dym na_ołtarzu i_wyciśnie krew_jego na ścianę ołtarza.
Lev 1:16  I_usunie **_wole_jego z_piórami_jego i_rzuci je obok ołtarza (od_strony)_wschodniej do_miejsca popieliska.
Lev 1:17  I_naderwie mu *_skrzydła_jego nie oddzielając. I_zamieni_w_dym go kapłan na_ołtarzu na_drwach, które_(są) na_ogniu. Ofiara_całopalenia (jest)_to, ofiara_ogniowa, woń miła dla_JHWH.
Lev 2:1  A_ktoś jeśli_będzie_składał ofiarę (jako)_ofiarę_pokarmową dla_JHWH, (z)_wybornej_mąki niech_będzie ofiara_jego, i_niech_poleje na_nią oliwę, i_nałoży na_nią kadzidło.
Lev 2:2  I_przyniesie_ją do_synów Aarona, kapłanów. I_weźmie stamtąd pełną garść_swoją z_mąki_jej i_z_oliwy_jej wraz (z)_całym_kadzidłem_jej i_zamieni_w_dym kapłan (jako)_**_pamiątkę_jej na_ołtarzu, (jako)_ofiarę_ogniową, woń miłą dla_JHWH.
Lev 2:3  A_(co)_pozostanie z_ofiary_pokarmowej dla_Aarona i_dla_synów_jego, - święte świętych z_ofiary_ogniowej JHWH.
Lev 2:4  A_jeśli będziesz_składał ofiarę (jako)_ofiarę_pokarmową, (to)_z_pieczonego (w)_piecu, (niech_będzie_z)_wybornej_mąki ciasto przaśne zmieszane z_oliwą, i_cienkie placki_przaśne pomaszczone *_oliwą.
Lev 2:5  A_jeśli_ofiarą_pokarmową (ze_smażonego)_na_patelni ofiara_twoja, (to_z)_wybornej_mąki zmieszanej z_oliwą przaśne niech_będą.
Lev 2:6  Podzielisz go (na)_kawałki i_nalejesz na_niego oliwy. Ofiara_pokarmowa to_(jest).
Lev 2:7  A_jeśli_ofiarą_pokarmową (z_gotowanego_w)_rondlu (jest)_ofiara_twoja, (to_z)_wybornej_mąki w_oliwie będzie_zrobiona.
Lev 2:8  I_przyniesiesz **_ofiarę_pokarmową, która zostanie_zrobiona z_tych_(rzeczy) dla_JHWH. I_zostanie_przyniesiona_ona do_kapłana, a_on_zbliży_ją do_ołtarza.
Lev 2:9  I_podniesie kapłan z_ofiary_pokarmowej **_(jako)_pamiątkę_* i_zamieni_w_dym na_ołtarzu, ofiara_ogniowa, woń miła dla_JHWH.
Lev 2:10  A_(co)_pozostanie z_ofiary_pokarmowej dla_Aarona i_dla_synów_jego, święte świętych z_ofiar_ogniowych JHWH.
Lev 2:11  Każda_ofiara_pokarmowa, którą będziecie_składać dla_JHWH nie będzie_zrobiona (na)_kwasie, bo nic_(z)_kwaszonego i_nic_(z)_miodu nie_będzie_spalane z_niego na_ofiarę_ogniową dla_JHWH.
Lev 2:12  (Jako)_ofiarę pierwocin będziecie_składać je dla_JHWH, ale_na_ołtarz nie_będzie_ofiarowane na_woń miłą.
Lev 2:13  I_każdą_ofiarę z_ofiary_pokarmowej_twojej *_solą posolisz, i_nie pozbawisz soli przymierza Boga_twojego znad ofiary_pokarmowej_twojej. Na każdej_ofierze_twojej będziesz_składać sól.
Lev 2:14  A_jeśli_będziesz_składać ofiarę_pokarmową (z)_pierwocin dla_JHWH, kłosy prażone na_ogniu, kaszę (z)_młodego_ziarna będziesz_składać ** (jako)_ofiarę_pokarmową (z)_pierwocin_twoich.
Lev 2:15  I_nalejesz na_nią oliwy i_nałożysz na_nią kadzidła. Ofiara_pokarmowa to_(jest).
Lev 2:16  I_zamieni_w_dym kapłan **_na_ofiarę_pamiątki (część)_z_kaszy_jej i_z_oliwy_jej obok całego_kadzidła_jej (jako)_ofiarę_ogniową dla_JHWH.
Lev 3:1  A_jeżeli_ofiarą biesiadną (ma_być)_ofiara_jego, jeżeli z_bydła on (ją)_złoży, czy_samca, czy_samicę bez_skazy niech_złoży_ją przed_obliczem JHWH.
Lev 3:2  I_położy rękę_swoją na_głowie ofiary_swojej, i_zarżnie_ją (przy)_wejściu Namiotu Spotkania. I_pokropią synowie Aarona, kapłani **_krwią na_ołtarz dookoła.
Lev 3:3  I_złoży z_ofiary biesiadnej (jako)_ofiarę_ogniową dla_JHWH **_tłuszcz pokrywający **_wnętrzności i_** cały_tłuszcz, który (jest)_na_wnętrznościach,
Lev 3:4  i_** obie nerki i_**_tłuszcz, który (jest)_na_nich, który (jest)_na_lędźwiach i_**_dodatkowy_(tłuszczu) na_wątrobie, przy_nerkach go_oddzieli.
Lev 3:5  I_zamienią_w_dym to synowie_Aarona (na)_ołtarzu na_ofierze_całopalnej, która na_drwach, które (są)_na_ogniu, ofiara_ogniowa, woń miła dla_JHWH.
Lev 3:6  A_jeżeli_z_trzody_drobnej (ma_być)_ofiara_jego na_ofiarę biesiadną dla_JHWH, samca lub samicę bez_skazy niech_złoży_go.
Lev 3:7  Jeżeli_jagnię on_składa (jako)_**_ofiarę_swoją to_przyprowadzi je przed_oblicze JHWH.
Lev 3:8  I_położy **_rękę_swoją na_głowę ofiary_swojej i_zarżnie ją przed Namiotem Spotkania, i_pokropią synowie Aarona**_krwią_jego na_ołtarz dookoła.
Lev 3:9  I_złoży z_ofiary biesiadnej (jako)_ofiarę_ogniową dla_JHWH tłuszcz_jej, ogon cały przy_samej kości oddzieli_go, i_**_tłuszcz pokrywający **_wnętrzności i_** cały_tłuszcz, który (jest)_na_wnętrznościach.
Lev 3:10  A_** dwie nerki i_**_tłuszcz, który_(jest) na_nich, który na_lędźwiach, i_**_dodatkowy_(tłuszcz) na_wątrobie, przy_nerkach oddzieli_go.
Lev 3:11  I_zamieni_w_dym_go kapłan na_ołtarzu (jako)_pokarm, ofiarę_ogniowa dla_JHWH.
Lev 3:12  A_jeżeli kozą (ma_być)_ofiara_jego i_przyprowadzi_ją przed_oblicze JHWH.
Lev 3:13  I_położy **_rękę_swoją na_głowie_jej i_zarżnie ją przed Namiotem Spotkania, i_pokropią synowie Aarona **_krwią_jej na_ołtarz dookoła.
Lev 3:14  I_złoży z_niej ofiarę_swoją (jako)_ofiarę_ogniową dla_JHWH, **_tłuszcz pokrywający **_wnętrzności i_** cały_tłuszcz, który (jest)_na_wnętrznościach.
Lev 3:15  I_** dwie nerki i_**_tłuszcz, który (jest)_na_nich, który (jest)_na_lędźwiach, i_**_dodatkowy_(tłuszcz) na_wątrobie, przy_nerkach oddzieli_go.
Lev 3:16  I_zamieni_w_dym_je kapłan na_ołtarzu (jako)_pokarm ogniowej_ofiary, na_woń miłą. Cały_tłuszcz (należy)_do_JHWH.
Lev 3:17  Przepis wieczysty dla_pokoleń_waszych we_wszystkich siedzibach_waszych, żadnego_tłuszczu i_żadnej_krwi nie będziecie_spożywali.
Lev 4:1  I_przemówił JHWH do_Mojżesza mówiąc:
Lev 4:2  Przemów do_synów Izraela, mówiąc:(Jeżeli)_ktoś **_zgrzeszy przez_nieuwagę (przeciw)_jakiemukolwiek_z przykazań JHWH, (co_do_tego)_czego nie wolno_czynić, to_czyni_(także)(przeciw)_*_jednemu z_nich.
Lev 4:3  Jeżeli kapłan namaszczony zgrzeszy (będzie_to)_*_winą Judu i_złoży za grzech_swój, którym zgrzeszył, cielca młodego_(z)_bydła bez_skazy dla_JHWH za_grzech.
Lev 4:4  I_przyprowadzi **_tego_cielca do_wejścia Namiotu Spotkania przed_oblicze JHWH i_położy **_rękę_swoją na_głowę cielca, I_zarżnie **_tego_cielca przed_obliczem JHWH.
Lev 4:5  I_weźmie kapłan namaszczony z_krwi cielca, i_wniesie ją do_Namiotu Spotkania.
Lev 4:6  I_zanurzy kapłan **_palec_swój we_krwi i_pokropi z_krwi siedem razy przed_obliczem JHWH **_przed zasłoną świętego.
Lev 4:7  I_da kapłan (trochę)_z_krwi na_rogi ołtarza kadzenia miłą_wonią przed_obliczem JHWH, który w_namiocie bez_skazy i_** całą_krew cielca wyleje u_podstawy ołtarza całopalenia, który_(przy)_wejściu Namiotu Spotkania.
Lev 4:8  A_**_cały_tłuszcz cielca ofiary_za_grzech zdejmie z_niego, (to_jest)_**_tłuszcz pokrywający**_wnętrzności i_** cały_tłuszcz, który (jest)_na_wnętrznościach.
Lev 4:9  I_** obie nerki i_**_tłuszcz, który na_nich, który (jest)_na_lędźwiach i_**_dodatkowy_(tłuszcz) na_wątrobie, na_nerkach oddzieli_go.
Lev 4:10  Tak_jak zdejmuje z_wołu (na)_ofiarę biesiadną i_zamieni_w_dym_je kapłan na ołtarzu całopalenia.
Lev 4:11  I_**_skórę cielca i_**_całe_mięso_jego, z_głową_jego, i_z_nogami_jego, i_wnętrznościami_jego i_nieczystości_jego.
Lev 4:12  I_wyniesie **_całego_cielca na_zewnątrz obozu na_miejsce czyste, na_wysypisko popiołu i_spali go na_drwach w_ogniu, na_wysypisku popiołu będzie_spalony.
Lev 4:13  A_jeżeli cała_społeczność Izraela zgrzeszy_przez_nieuwagę a_będzie_ukryta sprawa przed_oczami zgromadzenia, a_uczynią (przeciw)_jednemu z_wszystkich_przykazań JHWH, (to)_co nie_powinni_czynić i_będą_winni.
Lev 4:14  A_stanie_się_znany ten_grzech, którym zgrzeszyli przez_niego, i_złoży zgromadzenie cielca młodego_(z)_bydła za_grzech, i_przyprowadzą go przed Namiot Spotkania.
Lev 4:15  I_położą starsi społeczności **_ręce_swoje na_głowie tego_cielca przed_obliczem JHWH, I_zarżnie **_tego_cielca przed_obliczem JHWH.
Lev 4:16  I_przyniesie kapłan namaszczony z_krwi cielca do_Namiotu Spotkania.
Lev 4:17  I_zanurzy kapłan palec_swój z_krwi pokropi siedem razy przed_obliczem JHWH, ** przed zasłoną.
Lev 4:18  I_z_tej_krwi da na_rogach ołtarza, który przed_obliczem JHWH, który w_Namiocie Spotkania, a_** (resztę)_całą_tą_krew wyleje u_podstaw ołtarza całopalenia, który_(przy)_wejściu Namiotu Spotkania.
Lev 4:19  A_** cały_tłuszcz_jego zdejmie z_niego i_zamieni_w_dym na_ołtarzu.
Lev 4:20  I_uczyni z_cielcem tak,_jak uczynił z_cielcem na_ofiarę_za_grzech. Tak uczyni_z_nim. I_przebłaga za_nich kapłan i_odpuszczony_zostanie_(grzech) ich.
Lev 4:21  I_wyniesie **_tego_cielca na_zewnątrz obozu, i_spali go, jak spalił** cielca pierwszego.(Ofiara_za)_grzech zgromadzenia (jest)_to.
Lev 4:22  Jeżeli książę zgrzeszy i_przekroczy jedno z_wszystkich_przykazań JHWH, Boga_jego, to_co nie_wolno_czynić, przez_błąd, i_będzie_winny.
Lev 4:23  A_uświadomi sobie grzech_swój, którym zgrzeszył przeciw_niemu, to_przyprowadzi (jako)_**_ofiarę_swoją kozła (z)_kóz, samca bez_skazy.
Lev 4:24  I_położy rękę_swoją na_głowie kozła, i_zarżnie go w_miejscu, (w)_którym_zarzyna **_(na)_całopalenie przed_obliczem JHWH. Ofiara_za_grzech (jest)_to.
Lev 4:25  I_weźmie kapłan z_krwi ofiary_za_grzech na_palec_swój i_da na_rogach ołtarza całopalenia a_(resztę)_krwi_jego wyleje u_podstaw ołtarza całopalenia.
Lev 4:26  A_cały_tłuszcz_jego zamieni_w_dym na_ołtarzu, tak_jak_tłuszcz ofiary biesiadnej. I_przebłaga za_niego kapłan za_grzech_jego. I_zostanie_odpuszczony mu.
Lev 4:27  A_jeżeli_ktoś jeden zgrzeszy przez_nieuwagę z_ludu ziemi przez_czyny_swoje (przeciw)_jednemu z_przykazań JHWH, to_co nie_wolno_czynić, będzie_winny.
Lev 4:28  A uświadomi sobie grzech_swój, którym zgrzeszył, i_przyprowadzi ofiarę_swoją kozę (z)_kóz bez_skazy samicę za_grzech_swój, którym zgrzeszył.
Lev 4:29  I_położy **_rękę_swoją na głowie ofiary_za_grzech i_zarżnie ofiarę_za_grzechy na_miejscu całopalenia.
Lev 4:30  I_weźmie kapłan z_krwi_jej na_palec_swój, i_da na_rogach ołtarza całopalenia a_**_resztę_krwi_jej wyleje u_podstaw ołtarza.
Lev 4:31  I_cały_tłuszcz_jej oddzieli jak oddzielił tłuszcz z ofiary biesiadnej, i_zamieni_w_dym kapłan na_ołtarzu na_woń miłą dla_JHWH, i_przebłaga za_niego kapłan, i_będzie_odpuszczone mu.
Lev 4:32  A_jeżeli_owcę przyprowadzi (na)_ofiarę_swoją za_grzech, samicę bez_skazy niech_przyprowadzi_ją.
Lev 4:33  I_położy **_rękę_swoją na głowie ofiary_za_grzech, i_zarżnie ją na_ofiarę_za_grzech na_miejscu, gdzie zarzyna_się **_na_całopalenie.
Lev 4:34  I_weźmie kapłan z_krwi ofiary_za_grzech na_palec_swój, i_da na_rogach ołtarza całopalenia, a_**_całą_(resztę)_krwi_jej wyleje u_podstaw ołtarza.
Lev 4:35  A_**_cały_tłuszcz oddzieli, jak oddzielił tłuszcz_owcy ofiary biesiadnej i_zamieni_w_dym kapłan go na_ołtarzu na ofierze_ogniowej JHWH, i_przebłaga za_niego kapłan za_grzech_jego, którym_zgrzeszył i_będzie_odpuszczone mu.
Lev 5:1  A_jakaś_osoba jeśli_zgrzeszy, (tym_że)_usłyszała brzmienie zaklęcia, a_on (był)_świadkiem, albo widział_(to), albo wiedział_(o_tym), (i)_jeśli_nie oznajmił_(tego), poniesie grzech_swój.
Lev 5:2  Albo (jeżeli)_ktoś, kto dotknie_się *_jakąkolwiek_rzecz nieczystą, albo *_padlinę dzikiego_zwierzęcia, nieczystego, albo*_padlinę domowego_zwierzęcia nieczystego, albo *_padlinę płaza nieczystego, a_będąc_nieświadomym tego, jednak_on (jest)_nieczystym i_będzie_winnym.
Lev 5:3  Albo jeśli (ktoś)_dotknie_się *_nieczystości człowieka, (czy)_jakiejkolwiek nieczystości_swojej, przez_którą staje_się_nieczystym (przez_nią), będąca_nieświadomym **_tego, a_on dowie_się_(o_tym) i_będzie_winnym.
Lev 5:4  Albo ktoś jeżeli przysięga paplając *_wargami, na_złe, lub na_dobre, według_wszystkiego, co będzie_paplał człowiek w_przysiędze, a_będzie_świadomy tego, a_on_dowie_się, będzie_winny, przez_jedną z_tych_(rzeczy).
Lev 5:5  A_stanie_się że_jeśli_(ktoś)_zawini przez_jedną z_tych_(rzeczy), to_niech_wyzna, że zgrzeszył przez_to.
Lev 5:6  I_przyprowadzi za_winę_swoją dla_JHWH za grzech_swój, którym zgrzeszył, samicę z_trzody, owcę lub_kozę (z)_kóz na_ofiarę_za_grzech, i_przebłaga za_niego kapłan z_(powodu)_grzechu_jego.
Lev 5:7  A_jeżeli_nie [sięga][ręką_swoją]_stać_go wystarczająco na_owcę, niech_przyniesie jako_ofiarę_zadośćuczynienia_swoją, ponieważ zgrzeszył dwie synogarlice albo_dwa młode_gołębie dla_JHWH, jeden na_ofiarę_za_grzech, a_jeden na_ofiarę_całopalną.
Lev 5:8  I_przyniesie je do_kapłana, i_złoży, to_co na_ofiarę_za_grzechy najpierw. I_ukręci **_głowę_jego tuż_przy szyi_jego, ale_nie oddzieli.
Lev 5:9  I_pokropi z_krwi ofiary_za_grzech na_ścianę ołtarza, a_resztę *_krwi zostanie_wyciśnięte u_podstawy ołtarza. Ofiara_za_grzech (jest)_to.
Lev 5:10  A_**_drugiego uczyni ofiarą_całopalną według_przepisu i_przebłaga za_niego kapłan z_(powodu)_grzechu_jego, ponieważ_zgrzeszył, i_będzie_odpuszczony mu.
Lev 5:11  A_jeżeli_nie [sięga][ręka_jego]_stać_go na_dwie synogarlice, lub na_dwa młode_gołębie, niech_przyniesie jako_ofiarę_swoją ponieważ zgrzeszył, część_dziesiątą efy wybornej_mąki na_ofiarę_za_grzech, (ale)_nie_naleje na_nią oliwy, i_nie_da na_nią kadzidła, bo ofiarą_za_grzech (jest)_ona.
Lev 5:12  Niech_przyniesie_ją do_kapłana. I_nabierze kapłan z_niej pełną garść_swoją jako_ofiarę_pamiątki i_zamieni_w_dym na_ołtarzu na ofiarach_ogniowych JHWH. Ofiarą_za_grzech (jest)_ona.
Lev 5:13  I_przebłaga za_niego kapłan z_(powodu)_grzechu_jego, ponieważ_zgrzeszył z_(powodu)_jednej z_tych_(rzeczy), i_będzie_odpuszczony mu. A_(reszta)_będzie kapłana jak_(przy)_ofierze_z_pokarmowej.
Lev 5:14  I_przemówił JHWH do_Mojżesza, mówiąc:
Lev 5:15  Ktoś jeśli_sprzeniewierzy_się (przez)_sprzeniewierzenie i_zgrzeszy przez_pomyłkę (przywłaszczy_sobie)_ze_świętości JHWH, to_niech_przyniesie **_na_ofiarę_zadośćuczynienia dla_JHWH baranka bez_skazy z_trzody, według_oszacowania_twojego srebra_dwa_sykle w_syklach_świątynnych, na_ofiarę_zadośćuczynienia.
Lev 5:16  A_za_to (przez)_co zgrzeszył ze_świętości zapłaci i_**_jedną_piątą_swoją dołoży za_niego, i_da to kapłanowi a_kapłan przebłaga za_niego *_baranem jako_ofiarą_zadośćuczynienia, i_będzie_odpuszczone mu.
Lev 5:17  A_jeżeli_ktoś [jeżeli] zgrzeszy, i_uczyni (przeciw)_jednemu z_wszystkich_przykazań JHWH, to_co nie wolno_uczynić *_nie_wiedząc_(tego) i_będzie_winny i_poniesie grzech_swój.
Lev 5:18  I_przyprowadzi barana bez_skazy z_trzody według_oszacowania_twojego na_ofiarę_zadośćuczynienia do_kapłana, i_przebłaga za_niego kapłan za pomyłkę_jego (przez)_którą_się_pomylił a_on nie_wiedział_(o_tym), i_będzie_odpuszczone mu.
Lev 5:19  Ofiara_zadośćuczynienia (jest)_to, (bo)_winą zawinił wobec_Pana.
Lev 5:20  I_przemówił JHWH do_Mojżesza, mówiąc:
Lev 5:21  Ktoś jeżeli zgrzeszy i_sprzeniewierzy_się (przez)_sprzeniewierzenie wobec_JHWH i_zaprze_się wobec_bliźniego_swego (rzeczy)_powierzonej albo_wziętej_jako_zastaw (w)_rękę, albo *_zrabowanej, albo wymuszonej (od)_**_bliźniego_swego,
Lev 5:22  albo_znalazł (rzecz)_zgubioną i_zaparł_się tego, i_przysięgał na_kłamstwo w_jednej z_wszystkich_(tych_spraw), co_uczynił człowiek, grzesząc przez_to.
Lev 5:23  A_stanie_się, że_(tak)_zgrzeszy i_będzie_winny, i_zwróci **_zrabowane, (to)_co zrabował, albo **_wymuszone, (to)_co wymusił, albo **_powierzone (to)_co było_powierzone mu, albo**_zgubione, (to)_co znalazł,
Lev 5:24  albo z_wszystkiego co_(do_czego)_przysięgał wobec_niego (aż)_do_kłamstwa, i_zapłaci mu [pogłównie]_całą_wartość_(rzeczy)_tej i_piątą_część_jej doda do_tego. Czyje to_(jest) temu odda_to w_dniu zadośćuczynienia_swojego.
Lev 5:25  A_jako_ofiarę_zadośćuczynienia_swoją przyprowadzi dla_JHWH barana bez_skazy z_trzody, według_oszacowania_twego na_ofiarę_zadośćuczynienia do_kapłana.
Lev 5:26  I_dokona_przebłagania za_niego kapłan przed_obliczem JHWH i_będzie_odpuszczony mu, za_każdy z_wszystkich_(grzechów), które_uczynił będąc_winny [przez_niego].
Lev 6:1  I_przemówił JHWH do_Mojżesza, mówiąc:
Lev 6:2  Nakaż **_Aaronowi i_**_synom_jego, mówiąc: To (jest)_prawo (co_do)_ofiary_całopalnej.(Niech_będzie)_ona ofiara_całopalna na ognisku na_ołtarzu całą_noc aż_do_rana, a_ogień ołtarza będzie_płonął na_nim.
Lev 6:3  I_ubierze kapłan szatę_swoją lnianą i_spodnie_lniane ubierze na_ciało_swoje, i_zgarnie **_popiół, który pożarł ogień **_ofiarę_całopalną na_ołtarzu, i_położy_go obok ołtarza.
Lev 6:4  I_zdejmie **_szaty_swoje i_ubierze szaty inne, i_wyniesie **_popiół_na_zewnątrz *_obozu na_miejsce czyste.
Lev 6:5  A_ogień na_ołtarzu będzie_płonął_[na_nim], nie wygaśnie i_będzie_zapalać na_nim kapłan drwa *_ranek w_ranek, i ułoży na_nim ofiarę_całopalną i_zamieni_w_dym na_niej tłuszcze ofiary_biesiadnej.
Lev 6:6  Ogień stale będzie_płonął na_ołtarzu nie wygaśnie.
Lev 6:7  A_to_(jest) prawo (co_do)_ofiary_pokarmowej: będą_składać ją synowie_Aarona przed_obliczem JHWH, po_przedniej_stronie ołtarza.
